Age,Occupation,Marital_Status,Policies_Purchased,Renewal_History,Policy_Lapses,Claim_Frequency,Claim_Amount,Premium_Paid,Payment_Mode,Payment_Timing,Customer_Service_Interactions,Response_to_Offers,Cross_Selling_Products,Customer_Lifetime_Value
22,Teacher,Married,4,On-time,1,1,28382,3695,Bank Transfer,On-time,6,Negative,Auto + Home,3658
69,Doctor,Widowed,4,On-time,0,4,34909,2084,Cash,On-time,8,Positive,Health + Life,2917
51,Self-Employed,Single,5,Missed,1,4,5126,1419,Credit Card,On-time,0,Positive,Health + Life,1787
23,Business,Divorced,1,On-time,2,0,0,4719,Cash,On-time,4,Neutral,Only Auto,4247
39,Business,Single,4,On-time,1,3,15863,567,Cash,Late,3,Positive,Auto + Home,663
28,Doctor,Divorced,3,Late,2,0,0,4953,Cash,On-time,9,Negative,Only Auto,4457
65,Engineer,Widowed,5,On-time,1,1,24391,2266,UPI,On-time,1,Neutral,Only Health,2243
33,Teacher,Divorced,3,Late,2,0,0,2453,Credit Card,On-time,6,Positive,Only Health,2207
50,Teacher,Divorced,3,On-time,1,2,37965,3068,Bank Transfer,On-time,6,Neutral,Health + Life,3313
26,Business,Divorced,4,On-time,2,0,0,4208,Bank Transfer,Late,7,Neutral,Only Health,3787
23,Teacher,Single,3,On-time,0,3,39592,3171,Bank Transfer,On-time,2,Positive,Only Auto,4122
33,Student,Married,1,Late,0,3,13097,3899,Credit Card,On-time,5,Positive,Only Home,5068
46,Doctor,Single,3,Missed,1,1,19839,1853,Cash,On-time,3,Positive,Only Health,1834
20,Engineer,Married,4,On-time,2,4,45883,942,Bank Transfer,On-time,2,Neutral,Only Auto,1186
37,Student,Single,3,On-time,0,3,18774,1100,Credit Card,On-time,3,Neutral,Only Home,1430
53,Doctor,Widowed,5,On-time,1,1,38693,3666,UPI,On-time,0,Negative,Only Home,3629
36,Retired,Widowed,5,On-time,0,3,3469,4442,Credit Card,On-time,6,Positive,Only Health,5774
43,Self-Employed,Divorced,5,On-time,2,3,13468,3309,UPI,On-time,6,Neutral,Auto + Home,3871
20,Business,Widowed,2,On-time,1,4,36470,3888,Credit Card,Late,6,Neutral,Only Health,4898
36,Teacher,Divorced,5,On-time,2,2,40025,3286,UPI,On-time,1,Positive,Only Health,3548
37,Retired,Married,5,On-time,2,1,41873,3195,Bank Transfer,On-time,0,Negative,Auto + Home,3163
49,Teacher,Widowed,2,On-time,2,3,4165,4148,Credit Card,On-time,8,Positive,Only Health,4853
24,Student,Married,5,Missed,0,3,12370,2552,UPI,On-time,1,Negative,Only Auto,3317
69,Engineer,Single,4,Late,1,0,0,1131,Cash,On-time,4,Neutral,Auto + Home,1017
58,Engineer,Married,5,On-time,2,2,48526,3942,Bank Transfer,On-time,4,Neutral,Only Auto,4257
50,Engineer,Single,5,Late,0,4,38198,2254,Bank Transfer,Late,7,Negative,Only Home,3155
57,Teacher,Married,2,On-time,2,1,43006,3533,UPI,On-time,0,Negative,Auto + Home,3497
56,Retired,Married,4,Late,0,3,39760,2078,UPI,On-time,6,Negative,Only Home,2701
35,Engineer,Widowed,3,On-time,1,1,29942,525,Credit Card,Late,2,Neutral,Health + Life,519
57,Retired,Married,1,On-time,1,4,46017,2709,UPI,On-time,1,Positive,Health + Life,3413
18,Teacher,Widowed,4,Late,1,2,33209,3402,UPI,On-time,4,Negative,Only Auto,3674
28,Student,Widowed,3,On-time,1,0,0,1629,Cash,On-time,3,Neutral,Only Home,1466
45,Retired,Divorced,4,Missed,2,2,2407,4604,Bank Transfer,Late,8,Positive,Only Home,4972
74,Student,Divorced,3,Late,0,0,0,4645,UPI,On-time,0,Negative,Auto + Home,4645
42,Teacher,Single,3,Missed,1,1,42969,941,UPI,On-time,2,Neutral,Health + Life,931
67,Teacher,Married,4,On-time,2,2,39325,4395,Cash,On-time,2,Positive,Only Auto,4746
40,Business,Single,2,On-time,1,2,16515,2328,UPI,On-time,3,Positive,Only Auto,2514
48,Teacher,Married,4,On-time,1,2,37174,2035,Cash,On-time,6,Negative,Auto + Home,2197
47,Teacher,Divorced,4,Missed,1,4,12794,4825,Bank Transfer,On-time,4,Positive,Auto + Home,6079
59,Doctor,Divorced,3,On-time,0,1,6700,1059,Bank Transfer,Late,9,Positive,Only Auto,1164
52,Engineer,Married,1,On-time,0,0,0,1673,Cash,On-time,5,Neutral,Auto + Home,1673
24,Business,Married,3,On-time,0,2,28391,2378,Cash,On-time,2,Negative,Only Home,2853
33,Self-Employed,Divorced,5,On-time,1,1,11740,2755,Bank Transfer,Late,4,Neutral,Only Auto,2727
43,Business,Divorced,4,On-time,2,4,2545,1584,Bank Transfer,On-time,1,Neutral,Only Health,1995
65,Business,Single,4,On-time,2,4,24691,4414,Cash,On-time,3,Positive,Health + Life,5561
74,Self-Employed,Divorced,2,Late,2,1,17518,738,Credit Card,On-time,2,Neutral,Health + Life,730
69,Doctor,Married,3,On-time,1,0,0,3414,Bank Transfer,On-time,2,Positive,Only Health,3072
66,Student,Single,2,Late,0,1,29054,2595,Bank Transfer,On-time,3,Neutral,Only Health,2854
19,Teacher,Married,4,On-time,2,1,14057,1971,Cash,On-time,7,Positive,Only Home,1951
18,Engineer,Widowed,3,On-time,1,3,7003,2545,Cash,On-time,7,Negative,Only Auto,2977
65,Retired,Single,3,On-time,1,4,35032,4183,Cash,On-time,0,Positive,Auto + Home,5270
29,Self-Employed,Married,5,On-time,2,0,0,704,Credit Card,On-time,4,Positive,Health + Life,633
22,Student,Divorced,5,On-time,2,3,46380,4100,Cash,On-time,1,Positive,Only Health,4797
54,Self-Employed,Widowed,1,Late,1,1,49787,2637,Credit Card,On-time,9,Positive,Only Auto,2610
49,Teacher,Married,5,On-time,2,4,49345,1713,Cash,On-time,5,Positive,Auto + Home,2158
72,Doctor,Single,3,On-time,1,3,28563,4334,Cash,On-time,2,Negative,Health + Life,5070
26,Self-Employed,Married,5,On-time,2,3,42579,3591,Credit Card,On-time,9,Positive,Only Auto,4201
58,Teacher,Widowed,1,Late,0,0,0,1882,UPI,On-time,9,Negative,Health + Life,1882
52,Teacher,Single,4,On-time,1,1,22682,4180,Bank Transfer,On-time,8,Positive,Only Home,4138
36,Doctor,Widowed,5,On-time,0,0,0,2179,Cash,On-time,8,Negative,Health + Life,2179
65,Business,Married,3,On-time,2,3,40582,506,UPI,On-time,7,Positive,Only Home,592
33,Business,Divorced,4,Missed,1,3,17185,2385,Credit Card,On-time,1,Negative,Only Home,2790
20,Engineer,Divorced,3,On-time,2,0,0,3998,Cash,On-time,1,Neutral,Only Home,3598
37,Engineer,Married,4,On-time,1,3,8594,795,Credit Card,On-time,1,Positive,Auto + Home,930
41,Business,Married,3,On-time,2,2,8199,763,Credit Card,Late,4,Neutral,Auto + Home,824
71,Student,Married,5,Late,0,4,40032,2637,Credit Card,On-time,9,Negative,Only Home,3691
73,Retired,Single,5,On-time,0,1,28350,4365,UPI,On-time,8,Neutral,Only Auto,4801
50,Teacher,Widowed,1,Late,2,4,16874,4996,Credit Card,On-time,6,Positive,Only Home,6294
41,Retired,Widowed,4,On-time,0,1,5480,4952,Bank Transfer,On-time,6,Neutral,Only Auto,5447
69,Teacher,Widowed,1,On-time,0,3,31435,3046,Cash,On-time,2,Negative,Health + Life,3959
28,Business,Married,2,On-time,2,0,0,618,Cash,On-time,2,Negative,Auto + Home,556
66,Engineer,Widowed,5,Late,1,0,0,2895,Bank Transfer,On-time,9,Neutral,Only Auto,2605
25,Student,Married,4,On-time,2,3,3607,3867,Cash,On-time,2,Positive,Only Auto,4524
53,Engineer,Single,1,Late,1,1,10382,2202,Bank Transfer,On-time,0,Neutral,Only Auto,2179
55,Retired,Divorced,1,On-time,0,3,9580,1029,UPI,Late,7,Negative,Only Health,1337
57,Engineer,Married,2,Missed,0,1,20788,4174,Credit Card,On-time,1,Positive,Auto + Home,4591
37,Business,Married,1,On-time,0,3,23026,802,UPI,On-time,6,Positive,Only Health,1042
52,Student,Divorced,3,On-time,0,3,18173,4567,Bank Transfer,On-time,8,Neutral,Health + Life,5937
65,Retired,Divorced,5,On-time,0,3,24280,4751,Credit Card,Late,1,Positive,Only Auto,6176
42,Student,Single,1,On-time,1,0,0,4468,UPI,On-time,0,Negative,Auto + Home,4021
52,Teacher,Widowed,1,On-time,1,1,48156,513,Credit Card,On-time,4,Negative,Auto + Home,507
42,Engineer,Married,2,On-time,1,3,7710,3303,Credit Card,On-time,9,Positive,Auto + Home,3864
46,Student,Widowed,3,On-time,2,4,34588,1388,UPI,On-time,4,Negative,Only Auto,1748
35,Doctor,Married,1,On-time,0,4,13228,4028,Cash,On-time,0,Negative,Only Home,5639
63,Engineer,Single,5,On-time,0,0,0,1696,Bank Transfer,On-time,8,Positive,Only Home,1696
35,Teacher,Divorced,5,On-time,0,2,32152,2669,UPI,Late,2,Neutral,Only Home,3202
19,Student,Single,1,On-time,2,0,0,4068,UPI,On-time,1,Positive,Only Health,3661
71,Retired,Divorced,3,On-time,2,2,28706,2731,Cash,On-time,6,Positive,Only Auto,2949
52,Teacher,Widowed,5,On-time,2,0,0,2343,Bank Transfer,On-time,4,Neutral,Health + Life,2108
33,Doctor,Widowed,5,On-time,0,4,23585,4151,UPI,Late,3,Positive,Only Health,5811
58,Student,Single,3,Late,1,3,45025,4376,Credit Card,On-time,3,Negative,Auto + Home,5119
53,Self-Employed,Divorced,3,Missed,2,1,25279,3218,Bank Transfer,On-time,8,Negative,Only Home,3185
50,Self-Employed,Single,1,On-time,2,3,12837,548,Cash,On-time,8,Positive,Auto + Home,641
21,Business,Divorced,4,On-time,1,4,25209,680,UPI,On-time,0,Positive,Only Health,856
50,Engineer,Divorced,2,On-time,2,1,13220,4378,Credit Card,On-time,9,Positive,Only Home,4334
31,Retired,Widowed,4,On-time,1,2,4965,1917,Bank Transfer,On-time,6,Negative,Only Auto,2070
38,Business,Widowed,4,On-time,0,2,46806,3964,UPI,On-time,7,Neutral,Only Home,4756
65,Student,Divorced,5,On-time,1,4,43276,3919,Bank Transfer,On-time,4,Neutral,Only Home,4937
37,Self-Employed,Divorced,3,On-time,1,1,39768,1029,Credit Card,On-time,6,Neutral,Only Home,1018
73,Self-Employed,Divorced,5,On-time,0,3,28230,1786,Credit Card,On-time,7,Positive,Only Health,2321
25,Self-Employed,Widowed,2,On-time,2,4,24629,2690,Bank Transfer,On-time,7,Positive,Only Home,3389
24,Student,Widowed,1,On-time,0,2,42920,1206,Credit Card,On-time,8,Positive,Only Health,1447
20,Self-Employed,Married,2,On-time,2,4,28870,3717,Credit Card,On-time,4,Neutral,Auto + Home,4683
34,Teacher,Divorced,5,On-time,2,3,18373,793,Bank Transfer,On-time,1,Neutral,Only Auto,927
50,Student,Married,5,On-time,1,0,0,2061,Bank Transfer,On-time,5,Positive,Only Home,1854
65,Retired,Divorced,5,Late,0,0,0,3111,Cash,On-time,0,Positive,Only Health,3111
29,Business,Widowed,5,Late,1,3,48422,1160,UPI,On-time,9,Neutral,Only Home,1357
68,Retired,Married,4,On-time,0,1,34474,3678,Cash,On-time,5,Positive,Only Home,4045
39,Doctor,Married,1,On-time,0,4,24036,3889,Cash,On-time,2,Positive,Only Home,5444
72,Self-Employed,Single,4,On-time,1,3,5847,2606,Cash,On-time,2,Positive,Health + Life,3049
39,Doctor,Divorced,5,On-time,2,0,0,3563,Cash,On-time,6,Positive,Only Auto,3206
63,Engineer,Widowed,3,On-time,2,2,13893,3340,UPI,On-time,3,Neutral,Only Auto,3607
47,Engineer,Single,4,On-time,0,3,5649,3996,Bank Transfer,On-time,4,Positive,Only Health,5194
55,Doctor,Single,5,On-time,2,3,31571,3078,Credit Card,Late,5,Negative,Auto + Home,3601
55,Student,Divorced,5,On-time,1,3,12613,2551,Credit Card,On-time,9,Positive,Auto + Home,2984
62,Retired,Single,1,Missed,1,0,0,2909,Bank Transfer,On-time,5,Neutral,Auto + Home,2618
68,Doctor,Divorced,2,Late,1,0,0,3453,Bank Transfer,On-time,1,Negative,Only Home,3107
71,Engineer,Single,4,On-time,0,3,47706,868,Bank Transfer,On-time,2,Positive,Only Health,1128
25,Doctor,Divorced,4,On-time,0,3,42382,1038,Credit Card,On-time,0,Positive,Only Home,1349
44,Student,Widowed,4,On-time,2,1,23533,3427,Cash,On-time,2,Positive,Health + Life,3392
44,Doctor,Divorced,5,Late,1,2,11106,2893,Cash,On-time,7,Positive,Only Health,3124
51,Retired,Divorced,1,Late,1,4,33313,1230,Cash,On-time,3,Neutral,Only Health,1549
38,Business,Married,5,Missed,0,4,21394,1396,UPI,On-time,1,Positive,Only Health,1954
47,Student,Widowed,5,On-time,0,4,13277,2868,Cash,Late,3,Positive,Health + Life,4015
50,Engineer,Widowed,3,Late,0,0,0,3180,UPI,On-time,6,Negative,Only Health,3180
45,Retired,Widowed,1,On-time,1,0,0,2880,Credit Card,On-time,8,Neutral,Health + Life,2592
64,Doctor,Single,4,Late,1,1,45142,514,UPI,On-time,4,Positive,Auto + Home,508
50,Doctor,Married,2,Late,2,0,0,3628,Bank Transfer,On-time,4,Positive,Only Health,3265
22,Business,Widowed,4,On-time,1,3,14708,1853,Bank Transfer,On-time,4,Positive,Only Home,2168
65,Engineer,Single,5,On-time,2,2,7090,3635,Credit Card,Late,9,Positive,Only Auto,3925
36,Engineer,Single,1,Late,2,2,27634,2777,Cash,On-time,8,Positive,Health + Life,2999
21,Teacher,Single,1,On-time,1,2,27221,510,Credit Card,On-time,6,Neutral,Auto + Home,550
52,Engineer,Married,1,On-time,2,2,46552,2156,Bank Transfer,On-time,2,Positive,Auto + Home,2328
66,Business,Single,3,On-time,2,4,45047,1747,Cash,On-time,1,Negative,Only Auto,2201
34,Self-Employed,Married,4,On-time,0,4,16392,2160,Bank Transfer,On-time,8,Positive,Only Health,3024
61,Teacher,Divorced,3,On-time,1,3,44752,2263,Credit Card,On-time,2,Neutral,Only Home,2647
45,Teacher,Single,2,On-time,2,1,36304,1041,Cash,On-time,7,Positive,Only Auto,1030
47,Doctor,Widowed,5,On-time,2,0,0,2029,Credit Card,On-time,3,Neutral,Only Health,1826
46,Doctor,Single,3,On-time,2,0,0,1680,Bank Transfer,On-time,4,Positive,Only Health,1512
63,Engineer,Divorced,3,On-time,1,4,15793,3188,Cash,On-time,7,Positive,Health + Life,4016
70,Teacher,Divorced,5,On-time,0,2,32794,3117,Bank Transfer,Late,4,Negative,Only Home,3740
23,Doctor,Single,1,On-time,0,3,8438,3254,Cash,Late,9,Positive,Only Home,4230
52,Business,Divorced,5,On-time,1,1,19895,1428,UPI,On-time,1,Negative,Health + Life,1413
58,Doctor,Married,4,On-time,1,4,19474,1926,UPI,On-time,5,Neutral,Only Health,2426
54,Student,Married,5,Late,1,3,38402,4159,Bank Transfer,On-time,6,Positive,Only Health,4866
41,Student,Single,1,On-time,1,3,17951,2733,Credit Card,On-time,0,Negative,Only Home,3197
46,Doctor,Married,5,Late,0,4,17504,4409,UPI,Late,9,Positive,Only Home,6172
66,Teacher,Married,3,On-time,2,3,7768,2561,UPI,Late,8,Positive,Only Home,2996
63,Self-Employed,Widowed,2,Missed,2,2,9507,4597,Cash,On-time,5,Negative,Only Home,4964
70,Self-Employed,Single,3,On-time,1,3,49125,3063,Cash,On-time,3,Negative,Only Health,3583
48,Teacher,Divorced,2,On-time,1,1,30810,3303,Cash,On-time,1,Positive,Only Home,3269
52,Retired,Single,5,On-time,2,3,1620,2793,Bank Transfer,On-time,8,Neutral,Only Health,3267
50,Self-Employed,Married,4,On-time,0,0,0,2125,Credit Card,On-time,5,Positive,Health + Life,2125
69,Student,Widowed,5,On-time,1,3,34221,1071,Credit Card,On-time,8,Neutral,Auto + Home,1253
38,Business,Single,1,On-time,1,4,20118,2900,Cash,On-time,1,Positive,Health + Life,3653
49,Teacher,Single,5,On-time,0,0,0,2211,Bank Transfer,On-time,4,Positive,Health + Life,2211
40,Engineer,Married,2,Late,0,4,1958,882,Cash,On-time,5,Positive,Only Auto,1234
50,Student,Married,3,On-time,0,1,11200,1583,Credit Card,Late,4,Positive,Health + Life,1741
20,Business,Single,4,On-time,1,2,30318,2449,Bank Transfer,On-time,5,Neutral,Only Auto,2644
35,Business,Married,5,On-time,0,1,34530,3017,Cash,Late,2,Positive,Only Auto,3318
42,Teacher,Married,5,On-time,1,0,0,4669,Cash,Late,8,Neutral,Only Auto,4202
59,Business,Married,3,Missed,1,2,47465,3997,Credit Card,On-time,1,Neutral,Health + Life,4316
48,Teacher,Married,4,Late,0,3,30840,3814,Bank Transfer,On-time,1,Positive,Auto + Home,4958
71,Self-Employed,Married,5,Late,2,0,0,3175,Credit Card,On-time,4,Positive,Only Auto,2857
20,Doctor,Widowed,5,Missed,0,2,19435,3894,Bank Transfer,On-time,9,Positive,Only Home,4672
57,Student,Married,2,On-time,2,4,48897,1703,Bank Transfer,On-time,2,Positive,Only Home,2145
63,Retired,Divorced,2,On-time,0,2,33071,1273,Cash,Late,1,Positive,Only Health,1527
41,Doctor,Single,1,On-time,0,4,42156,3556,Credit Card,On-time,5,Positive,Only Home,4978
67,Student,Widowed,3,Late,1,4,25191,2813,Bank Transfer,On-time,5,Neutral,Only Home,3544
49,Teacher,Widowed,4,Late,1,2,7746,3097,UPI,Late,6,Neutral,Only Auto,3344
64,Student,Married,5,On-time,1,1,29484,1903,Cash,On-time,3,Positive,Health + Life,1883
39,Self-Employed,Single,5,On-time,1,1,39658,4672,Credit Card,On-time,7,Neutral,Only Home,4625
40,Teacher,Divorced,1,Missed,1,4,7053,3561,Bank Transfer,On-time,2,Neutral,Health + Life,4486
19,Doctor,Married,5,On-time,1,0,0,3825,Cash,On-time,9,Neutral,Auto + Home,3442
44,Engineer,Single,3,Late,1,2,17519,1903,Credit Card,On-time,0,Neutral,Only Home,2055
59,Engineer,Married,1,On-time,2,0,0,3820,Credit Card,On-time,4,Positive,Auto + Home,3438
19,Student,Married,3,On-time,2,1,3545,1369,Cash,On-time,5,Negative,Auto + Home,1355
43,Engineer,Married,1,On-time,1,0,0,1583,Bank Transfer,On-time,2,Positive,Only Health,1424
34,Teacher,Married,5,On-time,2,3,30959,1473,Cash,On-time,1,Positive,Health + Life,1723
57,Business,Married,1,On-time,0,3,12677,1725,UPI,On-time,2,Neutral,Health + Life,2242
50,Teacher,Married,2,On-time,2,1,9560,2302,Cash,On-time,2,Negative,Only Health,2278
26,Business,Married,4,Late,1,0,0,3464,Credit Card,On-time,6,Positive,Only Auto,3117
60,Doctor,Divorced,5,On-time,2,2,49505,1688,UPI,On-time,0,Positive,Only Health,1823
71,Retired,Widowed,4,Late,0,1,14055,3943,UPI,On-time,3,Positive,Only Health,4337
65,Business,Divorced,5,On-time,2,3,40497,4434,Bank Transfer,On-time,2,Positive,Only Health,5187
56,Engineer,Married,4,Late,1,1,13798,4909,Cash,On-time,9,Negative,Auto + Home,4859
46,Teacher,Married,2,On-time,0,0,0,1821,Bank Transfer,Late,6,Negative,Health + Life,1821
59,Doctor,Divorced,4,On-time,0,0,0,2523,Cash,On-time,0,Positive,Only Auto,2523
72,Engineer,Divorced,1,On-time,2,0,0,938,Credit Card,On-time,7,Positive,Only Home,844
43,Doctor,Widowed,4,On-time,0,4,7520,664,Bank Transfer,On-time,9,Negative,Only Home,929
52,Retired,Divorced,5,Late,0,0,0,3837,Credit Card,Late,6,Positive,Only Home,3837
67,Self-Employed,Widowed,3,On-time,0,3,24501,3850,Credit Card,On-time,7,Positive,Only Auto,5005
42,Teacher,Married,4,On-time,1,3,37191,1487,UPI,On-time,7,Positive,Only Home,1739
41,Student,Single,4,Late,0,4,30476,3029,Bank Transfer,On-time,8,Positive,Only Auto,4240
30,Teacher,Single,4,On-time,2,3,27948,4677,Cash,On-time,0,Positive,Only Home,5472
24,Retired,Single,5,Late,2,3,5483,4714,Bank Transfer,On-time,8,Positive,Only Home,5515
74,Teacher,Single,4,On-time,0,1,46295,4345,Credit Card,Late,0,Neutral,Only Auto,4779
53,Student,Married,5,Late,2,0,0,1826,UPI,On-time,2,Neutral,Health + Life,1643
62,Business,Single,5,On-time,0,1,18481,3786,Bank Transfer,On-time,6,Neutral,Only Auto,4164
37,Doctor,Divorced,3,Missed,2,1,11718,527,UPI,On-time,7,Negative,Only Auto,521
18,Student,Divorced,1,On-time,0,3,16373,2524,UPI,On-time,4,Negative,Only Health,3281
25,Engineer,Single,5,On-time,0,2,24244,693,Credit Card,On-time,0,Positive,Auto + Home,831
63,Retired,Divorced,2,On-time,0,0,0,1091,Bank Transfer,On-time,2,Neutral,Auto + Home,1091
33,Business,Widowed,4,On-time,1,2,46123,2989,Bank Transfer,On-time,6,Neutral,Health + Life,3228
31,Engineer,Married,2,On-time,2,3,28629,2357,Bank Transfer,Late,1,Negative,Health + Life,2757
29,Engineer,Single,4,On-time,0,4,32257,612,UPI,On-time,1,Positive,Health + Life,856
68,Retired,Single,3,On-time,1,1,19327,1817,Cash,On-time,8,Positive,Auto + Home,1798
40,Business,Married,5,Late,1,3,35487,2237,Bank Transfer,On-time,5,Neutral,Health + Life,2617
32,Self-Employed,Divorced,1,On-time,0,3,6768,2561,Credit Card,On-time,3,Neutral,Health + Life,3329
45,Engineer,Married,5,Late,0,2,25866,2190,UPI,On-time,9,Positive,Only Auto,2628
51,Engineer,Married,4,On-time,0,4,45649,4168,Cash,On-time,8,Positive,Only Auto,5835
19,Business,Divorced,1,On-time,0,1,10166,1894,Bank Transfer,On-time,6,Neutral,Auto + Home,2083
49,Teacher,Married,5,Late,0,4,31743,3668,Cash,On-time,6,Positive,Only Auto,5135
40,Engineer,Divorced,1,Late,2,4,17798,4059,UPI,On-time,7,Positive,Health + Life,5114
39,Doctor,Divorced,4,On-time,0,4,10042,2736,Cash,On-time,2,Negative,Only Auto,3830
68,Business,Married,3,On-time,0,0,0,4383,UPI,On-time,1,Positive,Only Health,4383
42,Engineer,Widowed,3,On-time,2,4,8203,3751,Cash,On-time,0,Positive,Only Auto,4726
39,Retired,Divorced,5,On-time,1,3,5641,4432,Cash,Late,1,Negative,Auto + Home,5185
39,Student,Married,2,On-time,2,0,0,3514,UPI,On-time,2,Positive,Health + Life,3162
66,Doctor,Divorced,4,On-time,1,0,0,3986,Cash,On-time,4,Positive,Health + Life,3587
69,Student,Widowed,5,On-time,1,4,15546,1628,Credit Card,Late,7,Neutral,Auto + Home,2051
59,Student,Widowed,5,On-time,2,3,15102,2196,Bank Transfer,On-time,2,Positive,Only Auto,2569
23,Engineer,Single,3,Missed,0,1,34359,632,Cash,On-time,6,Positive,Health + Life,695
32,Doctor,Divorced,1,Late,1,4,34517,4720,Cash,On-time,4,Positive,Health + Life,5947
71,Doctor,Divorced,4,On-time,0,0,0,4039,Cash,Late,4,Positive,Only Health,4039
60,Teacher,Married,1,On-time,2,1,10029,3488,Bank Transfer,On-time,7,Negative,Auto + Home,3453
54,Student,Divorced,4,On-time,1,1,48545,4802,UPI,On-time,9,Negative,Only Auto,4753
50,Doctor,Single,2,Late,0,0,0,3793,Bank Transfer,On-time,4,Positive,Only Auto,3793
25,Teacher,Widowed,3,On-time,1,1,45441,811,Cash,On-time,9,Positive,Health + Life,802
70,Business,Widowed,2,On-time,1,3,42493,2929,UPI,On-time,6,Positive,Only Home,3426
61,Teacher,Single,5,On-time,2,3,13654,2285,Cash,On-time,9,Positive,Only Health,2673
61,Retired,Divorced,3,On-time,0,4,10965,4891,UPI,On-time,7,Negative,Only Health,6847
22,Self-Employed,Divorced,5,On-time,0,4,8508,901,Cash,Late,7,Negative,Only Health,1261
56,Engineer,Single,2,Late,1,1,48859,2096,Cash,On-time,2,Positive,Health + Life,2075
21,Business,Married,4,On-time,0,0,0,621,UPI,On-time,3,Positive,Auto + Home,621
23,Self-Employed,Widowed,5,On-time,1,3,23132,1250,Credit Card,On-time,7,Positive,Auto + Home,1462
62,Self-Employed,Single,1,On-time,2,2,1264,605,Bank Transfer,On-time,4,Negative,Only Health,653
49,Business,Single,4,On-time,2,4,17025,1559,UPI,On-time,0,Positive,Only Home,1964
69,Retired,Divorced,4,On-time,0,3,47117,4667,Bank Transfer,Late,6,Positive,Only Home,6067
47,Teacher,Widowed,2,On-time,2,1,42341,3738,Credit Card,On-time,2,Negative,Only Auto,3700
64,Engineer,Divorced,2,On-time,2,3,12488,1744,Credit Card,On-time,1,Negative,Only Home,2040
52,Teacher,Single,3,Missed,0,3,43126,575,UPI,Late,9,Positive,Only Health,747
72,Doctor,Married,3,Missed,1,1,44438,1509,Credit Card,On-time,4,Positive,Only Auto,1493
57,Teacher,Widowed,1,On-time,2,4,1388,3782,Credit Card,Late,0,Positive,Only Health,4765
69,Business,Single,4,Late,0,4,3071,2775,Cash,Late,8,Positive,Auto + Home,3884
33,Engineer,Single,1,Missed,0,2,25970,4308,Cash,On-time,9,Neutral,Only Health,5169
